FORMULARIO,,,DIGNIDAD,LISTA,PARTIDO,,,PROVINCIA,CIRCUNSCRIPCIÓN,NOMBRE,NOMBRE DE PAPELETA,ORDEN,RESOLUCIÓN,FECHA DE CALIFICACIÓN
631,,,ASAMBLEISTAS PROVINCIALES,25,MOVIMIENTO CONSTRUYE,,,AZUAY                                             ,,BERMEO PESANTEZ TERESITA DE LOS ANGELES,TERESITA BERMEO PESANTEZ,2,JPEA-CNE-24-16-10-2020,10/16/20 0:00
631,,,ASAMBLEISTAS PROVINCIALES,25,MOVIMIENTO CONSTRUYE,,,AZUAY                                             ,,MARTINEZ GUILLEN XAVIER ESTEBAN,XAVIER MARTINEZ GUILLEN,1,JPEA-CNE-24-16-10-2020,10/16/20 0:00
632,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,8,PARTIDO POLÍTICO AVANZA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 3 QUITO RURAL,UBIDIA BURBANO PATRICIO ALEJANDRO,UBIDIA BURBANO PATRICIO,1,CNE-JPEP-SP-08-27-10-2020,10/27/20 0:00
632,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,8,PARTIDO POLÍTICO AVANZA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 3 QUITO RURAL,MONTALVAN MOGOLLONES ANGEL SANTOS,MONTALVAN ANGEL SANTOS,3,CNE-JPEP-SP-08-27-10-2020,10/27/20 0:00
632,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,8,PARTIDO POLÍTICO AVANZA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 3 QUITO RURAL,HERNANDEZ SANCHEZ MIRIAM JANETH,HERNANDEZ SANCHEZ MIRIAM,4,CNE-JPEP-SP-08-27-10-2020,10/27/20 0:00
632,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,8,PARTIDO POLÍTICO AVANZA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 3 QUITO RURAL,SILVA DOMINGUEZ GINA PATRICIA,SILVA DOMINGUEZ GINA,2,CNE-JPEP-SP-08-27-10-2020,10/27/20 0:00
633,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,8,PARTIDO POLÍTICO AVANZA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN RESTO DE PICHINCHA,CADENA GARCIA GABRIELA ALEXANDRA,CADENA GARCIA GABRIELA,2,CNE-JPEP-SP-09-27-10-2020,10/27/20 0:00
633,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,8,PARTIDO POLÍTICO AVANZA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN RESTO DE PICHINCHA,PINTO VILLAGOMEZ EDGAR EDMUNDO,PINTO VILLAGOMEZ EDGAR,1,CNE-JPEP-SP-09-27-10-2020,10/27/20 0:00
633,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,8,PARTIDO POLÍTICO AVANZA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN RESTO DE PICHINCHA,SUQUI MOROCHO LUIS EDUARDO,SUQUI MOROCHO LUIS,3,CNE-JPEP-SP-09-27-10-2020,10/27/20 0:00
634,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,AZUAY                                             ,,TORRES RAMIREZ ROXANA PAMELA,ROXANA TORRES,5,JPEA-CNE-5-9-10-2020,10/9/20 0:00
634,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,AZUAY                                             ,,CUESTA ORELLANA MARIA DE LOURDES,MARIA DE LOURDES CUESTA,1,JPEA-CNE-5-9-10-2020,10/9/20 0:00
634,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,AZUAY                                             ,,ROMERO BENAVIDES LOURDES PATRICIA,LOURDES ROMERO,3,JPEA-CNE-5-9-10-2020,10/9/20 0:00
634,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,AZUAY                                             ,,GUZMAN MOGROVEJO CLAUDIO ROBERTI,ROBERTI GUZMAN,4,JPEA-CNE-5-9-10-2020,10/9/20 0:00
634,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,AZUAY                                             ,,QUILAMBAQUI ORTEGA JUAN MANUEL,JUAN QUILAMBAQUI,2,JPEA-CNE-5-9-10-2020,10/9/20 0:00
635,,,ASAMBLEISTAS PROVINCIALES,12-25-33-35,ACTUAR PARA TRANSFORMAR BOLÍVAR,,,BOLIVAR                                           ,,BORJA ESCOBAR DIEGO HERNAN,DIEGO BORJA,1,PLE-JPEB-24-18-10-2020,10/18/20 17:00
635,,,ASAMBLEISTAS PROVINCIALES,12-25-33-35,ACTUAR PARA TRANSFORMAR BOLÍVAR,,,BOLIVAR                                           ,,CARRASCO SANCHEZ JOSE GABRIEL,GABRIEL CARRASCO,3,PLE-JPEB-24-18-10-2020,10/18/20 17:00
635,,,ASAMBLEISTAS PROVINCIALES,12-25-33-35,ACTUAR PARA TRANSFORMAR BOLÍVAR,,,BOLIVAR                                           ,,GAVILANES MOLINA MARCELA CATALINA,CATALINA GAVILANES,2,PLE-JPEB-24-18-10-2020,10/18/20 17:00
636,,,ASAMBLEISTAS PROVINCIALES,Jun-61,ALIANZA CHIMBORAZO PRIMERO,,,CHIMBORAZO                                        ,,BAÑO AYALA JORGE LENIN,LENIN BAÑO,3,PLE-JPECH-10-06-10-2020,10/6/20 19:00
636,,,ASAMBLEISTAS PROVINCIALES,Jun-61,ALIANZA CHIMBORAZO PRIMERO,,,CHIMBORAZO                                        ,,GONZALEZ GONZALEZ DIANA CRISTINA,DIANA GONZALEZ,2,PLE-JPECH-10-06-10-2020,10/6/20 19:00
636,,,ASAMBLEISTAS PROVINCIALES,Jun-61,ALIANZA CHIMBORAZO PRIMERO,,,CHIMBORAZO                                        ,,ANDINO PEÑA SANDRA LUPITA,SANDRA ANDINO,4,PLE-JPECH-10-06-10-2020,10/6/20 19:00
636,,,ASAMBLEISTAS PROVINCIALES,Jun-61,ALIANZA CHIMBORAZO PRIMERO,,,CHIMBORAZO                                        ,,ALVAREZ CADENA CIRO DAVID,CIRO ALVAREZ,1,PLE-JPECH-10-06-10-2020,10/6/20 19:00
638,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,MANABI                                            ,CIRCUNSCRIPCIÓN 2 - SUR,SANCHEZ MENDOZA RENSO JAVIER,RENSO SANCHEZ MENDOZA,3,JPEM-0000057-29-10-2020,10/29/20 17:00
638,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,MANABI                                            ,CIRCUNSCRIPCIÓN 2 - SUR,ZAMBRANO LOOR PAULA MONSERRATE,PAULA MONSERRATE,4,JPEM-0000057-29-10-2020,10/29/20 17:00
638,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,MANABI                                            ,CIRCUNSCRIPCIÓN 2 - SUR,CUESTA LUCAS ISABEL INDIRA,ISABEL CUESTA LUCAS,2,JPEM-0000057-29-10-2020,10/29/20 17:00
638,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,MANABI                                            ,CIRCUNSCRIPCIÓN 2 - SUR,CEDEÑO GARCIA HECTOR RAMON ALEJANDRO,HECTOR CEDEÑO GARCIA,1,JPEM-0000057-29-10-2020,10/29/20 17:00
638,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,MANABI                                            ,CIRCUNSCRIPCIÓN 2 - SUR,PISCO NUÑEZ CARLOS ARTURO,CARLOS PISCO NUÑEZ,5,JPEM-0000057-29-10-2020,10/29/20 17:00
639,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,Mar-65,PSP 3 - AHORA 65,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 3 QUITO RURAL,PAEZ EGUEZ SONIA MARGARITA,SONIA PAEZ,3,CNE-JPEP-SP-03-24-10-2020,10/24/20 0:00
639,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,Mar-65,PSP 3 - AHORA 65,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 3 QUITO RURAL,ESPINOSA ACOSTA KARLA STEPHANIE,KARLA ESPINOSA,1,CNE-JPEP-SP-03-24-10-2020,10/24/20 0:00
639,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,Mar-65,PSP 3 - AHORA 65,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 3 QUITO RURAL,PERALTA USHIÑA WALDO GERMAN,GERMAN PERALTA,4,CNE-JPEP-SP-03-24-10-2020,10/24/20 0:00
639,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,Mar-65,PSP 3 - AHORA 65,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 3 QUITO RURAL,PROAÑO BENALCAZAR LUIS ENRIQUE,ENRIQUE PROAÑO,2,CNE-JPEP-SP-03-24-10-2020,10/24/20 0:00
640,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,Mar-65,PSP 3 - AHORA 65,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 1 CENTRO-NORTE,AYERVE ROSAS OSCAR RENE,OSCAR AYERVE,1,CNE-JPEP-SP-06-09-10-2020,10/9/20 0:00
640,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,Mar-65,PSP 3 - AHORA 65,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 1 CENTRO-NORTE,VELARDE FERNANDEZ MAYELITA ESTEFANIA,ESTEFANIA VELARDE,4,CNE-JPEP-SP-06-09-10-2020,10/9/20 0:00
640,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,Mar-65,PSP 3 - AHORA 65,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 1 CENTRO-NORTE,TERAN MENA CESAR ALFONSO,ALFONSO TERAN,3,CNE-JPEP-SP-06-09-10-2020,10/9/20 0:00
640,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,Mar-65,PSP 3 - AHORA 65,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 1 CENTRO-NORTE,CEVALLOS MORALES NELLY ALEXANDRA,ALEXANDRA CEVALLOS,2,CNE-JPEP-SP-06-09-10-2020,10/9/20 0:00
641,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,18,MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 3,NUÑEZ POMBAR MARIA FERNANDA,MARIA NUÑEZ POMBAR,2,JPEG-0034-27-10-2020,10/27/20 10:00
641,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,18,MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 3,YUQUILEMA BIMBOSA CECILIA DE LOURDES,CECILIA YUQUILEMA BIMBOSA,4,JPEG-0034-27-10-2020,10/27/20 10:00
641,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,18,MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 3,ZAMBRANO SANTANA MIGUEL ANGEL,MIGUEL ZAMBRANO SANTANA,5,JPEG-0034-27-10-2020,10/27/20 10:00
641,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,18,MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 3,ZAMBRANO PINARGOTE RAMON POLIVIO,RAMON ZAMBRANO PINARGOTE,3,JPEG-0034-27-10-2020,10/27/20 10:00
641,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,18,MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 3,SCHMID AYALA RONNY BERNARDO,RONNY SCHMID AYALA,1,JPEG-0034-27-10-2020,10/27/20 10:00
642,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,Mar-65,PSP 3 - AHORA 65,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN RESTO DE PICHINCHA,SEGOVIA RAMIREZ LILIANA CRISTINA,LILIANA SEGOVIA,2,CNE-JPEP-SP-04-24-10-2020,10/24/20 0:00
642,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,Mar-65,PSP 3 - AHORA 65,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN RESTO DE PICHINCHA,ULCUANGO NEPPAS VICTOR JULIO,JULIO ULCUANGO,1,CNE-JPEP-SP-04-24-10-2020,10/24/20 0:00
642,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,Mar-65,PSP 3 - AHORA 65,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN RESTO DE PICHINCHA,CAIZA AYMARA FRANKLIN GUSTAVO,FRANKLIN CAIZA,3,CNE-JPEP-SP-04-24-10-2020,10/24/20 0:00
643,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,MANABI                                            ,CIRCUNSCRIPCIÓN 1 - NORTE,LOOR ANDRADE ANGELICA MARIA,ANGELICA LOOR ANDRADE,1,JPEM-0000056-29-10-2020,10/29/20 0:00
643,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,MANABI                                            ,CIRCUNSCRIPCIÓN 1 - NORTE,VALAREZO NAVIA NESTOR RENE,NESTOR VALAREZO NAVIA,4,JPEM-0000056-29-10-2020,10/29/20 0:00
643,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,MANABI                                            ,CIRCUNSCRIPCIÓN 1 - NORTE,MACIAS TOLOZANO IRINA NORMA,IRINA MACIAS TOLOZANO,3,JPEM-0000056-29-10-2020,10/29/20 0:00
643,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,MANABI                                            ,CIRCUNSCRIPCIÓN 1 - NORTE,CARRERA CHINGA ROBERTO GABRIEL,ROBERTO CARRERA CHINGA,2,JPEM-0000056-29-10-2020,10/29/20 0:00
644,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN RESTO DE PICHINCHA,ALEMAN MARMOL MONICA ROCIO,MONICA ALEMAN,2,CNE-JPEP-SP-09-23-10-2020,10/23/20 0:00
644,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN RESTO DE PICHINCHA,CARDENAS FELIX PETRONIO MARIO BOANERGES,MARIO CARDENAS,3,CNE-JPEP-SP-09-23-10-2020,10/23/20 0:00
644,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN RESTO DE PICHINCHA,JARRIN TERAN FAUSTO ALEJANDRO,FAUSTO JARRIN,1,CNE-JPEP-SP-09-23-10-2020,10/23/20 0:00
645,,,ASAMBLEISTAS NACIONALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,ECUADOR                                           ,,DURAN AGUILAR LILIANA ELIZABETH,LILIANA DURAN,7,PLE-CNE-81-28-10-2020,10/28/20 0:00
645,,,ASAMBLEISTAS NACIONALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,ECUADOR                                           ,,CORRAL ALAVA RAISA IRINA,RAISA CORRAL,3,PLE-CNE-81-28-10-2020,10/28/20 0:00
645,,,ASAMBLEISTAS NACIONALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,ECUADOR                                           ,,AGUALSACA GUAMAN JOSE CLEMENTE,JOSE AGUALSACA,4,PLE-CNE-81-28-10-2020,10/28/20 0:00
645,,,ASAMBLEISTAS NACIONALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,ECUADOR                                           ,,CABEZAS CASTILLO JANETH PAOLA,PAOLA CABEZAS CASTILLO,5,PLE-CNE-81-28-10-2020,10/28/20 0:00
645,,,ASAMBLEISTAS NACIONALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,ECUADOR                                           ,,RENGEL RIOS VERONICA DE MARIA,VERONICA RENGEL,9,PLE-CNE-81-28-10-2020,10/28/20 0:00
645,,,ASAMBLEISTAS NACIONALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,ECUADOR                                           ,,SAANT JUANK NANKI LAURO,NANKI SAANT,10,PLE-CNE-81-28-10-2020,10/28/20 0:00
645,,,ASAMBLEISTAS NACIONALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,ECUADOR                                           ,,DIAZ CABEZAS JESSICA GABRIELA,JESSICA DIAZ,13,PLE-CNE-81-28-10-2020,10/28/20 0:00
645,,,ASAMBLEISTAS NACIONALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,ECUADOR                                           ,,CHIMBO BONILLA YAJAIRA LISETH,YAJAIRA CHIMBO,15,PLE-CNE-81-28-10-2020,10/28/20 0:00
645,,,ASAMBLEISTAS NACIONALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,ECUADOR                                           ,,ARMIJOS VELASCO BOLIVAR ABDON,BOLIVAR ARMIJOS,6,PLE-CNE-81-28-10-2020,10/28/20 0:00
645,,,ASAMBLEISTAS NACIONALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,ECUADOR                                           ,,CHALA ESPINOZA KATHERINE LORENA,KATHERINE CHALA,11,PLE-CNE-81-28-10-2020,10/28/20 0:00
645,,,ASAMBLEISTAS NACIONALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,ECUADOR                                           ,,VALAREZO DIAZ GABRIEL ANTONIO,GABRIEL VALAREZO DIAZ,12,PLE-CNE-81-28-10-2020,10/28/20 0:00
645,,,ASAMBLEISTAS NACIONALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,ECUADOR                                           ,,BARCIA CASTILLO CARLOS DANIEL,CARLOS BARCIA,14,PLE-CNE-81-28-10-2020,10/28/20 0:00
645,,,ASAMBLEISTAS NACIONALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,ECUADOR                                           ,,CORREA DELGADO PIERINA SARA MERCEDES,PIERINA CORREA DELGADO,1,PLE-CNE-81-28-10-2020,10/28/20 0:00
645,,,ASAMBLEISTAS NACIONALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,ECUADOR                                           ,,ULCUANGO FARINANGO RICARDO,RICARDO ULCUANGO,2,PLE-CNE-81-28-10-2020,10/28/20 0:00
645,,,ASAMBLEISTAS NACIONALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,ECUADOR                                           ,,LUCAS LOPEZ KINTTO ENRIQUE,KINTTO LUCAS,8,PLE-CNE-81-28-10-2020,10/28/20 0:00
646,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,MANABI                                            ,CIRCUNSCRIPCIÓN 1 - NORTE,BARRETO ZAMBRANO LENIN DANIEL,LENIN BARRETO,2,JPEM-0000017-20-10-2020,10/20/20 0:00
646,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,MANABI                                            ,CIRCUNSCRIPCIÓN 1 - NORTE,MENDOZA ANDRADE GUIDO ANDRES,GUIDO ANDRES MENDOZA,4,JPEM-0000017-20-10-2020,10/20/20 0:00
646,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,MANABI                                            ,CIRCUNSCRIPCIÓN 1 - NORTE,GONZALEZ ALCIVAR LUISA MAGDALENA,LUISA GONZALEZ,1,JPEM-0000017-20-10-2020,10/20/20 0:00
646,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,MANABI                                            ,CIRCUNSCRIPCIÓN 1 - NORTE,ALAVA MOREIRA MARIA VANESSA,MARIA VANESSA ALAVA MOREIRA,3,JPEM-0000017-20-10-2020,10/20/20 0:00
647,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,STO DGO TSACHILAS                                 ,,OCAMPO HERAS SANDRA ELIZABETH,SANDRA OCAMPO,3,JPE-CNE-SDT-10-07-10-2020,10/7/20 17:00
647,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,STO DGO TSACHILAS                                 ,,AVILA CUEVA RUBEN DARIO,RUBEN DARIO AVILA,4,JPE-CNE-SDT-10-07-10-2020,10/7/20 17:00
647,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,STO DGO TSACHILAS                                 ,,CHAVEZ VALENCIA JOSE RICARDO,JOSE RICARDO CHAVEZ,2,JPE-CNE-SDT-10-07-10-2020,10/7/20 17:00
647,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,STO DGO TSACHILAS                                 ,,VELOZ RAMIREZ REBECA VIVIANA,VIVIANA VELOZ,1,JPE-CNE-SDT-10-07-10-2020,10/7/20 17:00
648,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,MANABI                                            ,CIRCUNSCRIPCIÓN 2 - SUR,ACUÑA FIGUEROA JOAO AARON,JOAO ACUÑA FIGUEROA,4,JPEM-0000018-20-10-2020,10/20/20 0:00
648,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,MANABI                                            ,CIRCUNSCRIPCIÓN 2 - SUR,MIRANDA GILER LYNE KATIUSKA,KATIUSKA MIRANDA,1,JPEM-0000018-20-10-2020,10/20/20 0:00
648,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,MANABI                                            ,CIRCUNSCRIPCIÓN 2 - SUR,CEDEÑO RIVADENEIRA FERNANDO ENRIQUE,FERNANDO CEDEÑO,2,JPEM-0000018-20-10-2020,10/20/20 0:00
648,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,MANABI                                            ,CIRCUNSCRIPCIÓN 2 - SUR,BRAVO RUIZ INGRID JANETH,INGRID BRAVO,5,JPEM-0000018-20-10-2020,10/20/20 0:00
648,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,MANABI                                            ,CIRCUNSCRIPCIÓN 2 - SUR,MOLINA MENENDEZ MARIA GABRIELA,MARIA GABRIELA MOLINA,3,JPEM-0000018-20-10-2020,10/20/20 0:00
649,,,ASAMBLEISTAS POR EL EXTERIOR,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,EUROPA ASIA Y OCEANIA                             ,,CUESTA SANTANA ESTHER ADELINA,ESTHER CUESTA,2,PLE-JEE-12-12-10-2020-P-IC ,9/29/20 0:00
649,,,ASAMBLEISTAS POR EL EXTERIOR,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,EUROPA ASIA Y OCEANIA                             ,,MATEUS ACOSTA GUSTAVO ENRIQUE,GUSTAVO MATEUS ACOSTA,1,PLE-JEE-12-12-10-2020-P-IC ,9/29/20 0:00
650,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,MORONA SANTIAGO                                   ,,TSENKUSH CHIRIAP NIDIA CELIA,NIDIA TSENKUSH,2,PLE-JPE-MS-16-15-10-2020,10/15/20 0:00
650,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,MORONA SANTIAGO                                   ,,SAGBAY MEJIA ANGEL POLIVIO,ANGEL SAGBAY MEJIA,1,PLE-JPE-MS-16-15-10-2020,10/15/20 0:00
652,,,ASAMBLEISTAS POR EL EXTERIOR,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,AMERICA LATINA EL CARIBE Y AFRICA                 ,,MEDRANDA ALAVA IDA MARISOL,MARISOL MEDRANDA ALAVA,2,PLE-JEE-12-17-11-2020-P-IC ,9/29/20 0:00
652,,,ASAMBLEISTAS POR EL EXTERIOR,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,AMERICA LATINA EL CARIBE Y AFRICA                 ,,ZAMBRANO VALLE EDUARDO MAURICIO,MAURICIO ZAMBRANO VALLE,1,PLE-JEE-12-17-11-2020-P-IC ,9/29/20 0:00
653,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,NAPO                                              ,,VASCO SILVA ADRIANA SOLEDAD,ADRIANA VASCO,2,JPEN-010-10-10-2020,10/10/20 0:00
653,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,NAPO                                              ,,GREFA AVILEZ FLAVIO PATRICIO,FLAVIO GREFA,1,JPEN-010-10-10-2020,10/10/20 0:00
654,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,18,MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 2,SERRANO FIGUEROA LUIS ALBERTO,LUIS SERRANO FIGUEROA,1,JPEG-0042-27-10-2020,10/27/20 10:00
654,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,18,MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 2,OROZCO ARGUELLO MIRYAM ELENA,MIRYAM OROZCO ARGUELLO,2,JPEG-0042-27-10-2020,10/27/20 10:00
654,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,18,MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 2,BERRAZUETA HIDALGO MARIA GRACIA,MARIA BERRAZUETA HIDALGO,4,JPEG-0042-27-10-2020,10/27/20 10:00
